keyword,edited_text,is_euph,category,type,euph_status
disabled,"Implementations that do not support scripting (or which have their scripting features <disabled> entirely) are exempt from supporting the events and DOM interfaces mentioned in this specification. For the parts of this specification that are defined in terms of an events model or in terms of the DOM, such user agents must still act as if events and the DOM were supported. ",0,physical/mental attributes,disabled,sometimes_euph
golden years,"Also expected that a person would be responsible for their own old age wouldn't be out of the question. If you are @ @ @ @ @ @ @ @ @ @ to make arrangements for your ""<golden years>"". You should not expect the government will be your entire income. ",1,physical/mental attributes,golden years,always_euph
a certain age,"""Over <a certain age> or has passed a test"" is silly. If we're going to acknowledge that some people under the age of 18 are mature enough to vote reasonably, then we should admit along with it that some people over the age of 18 aren't. ",0,physical/mental attributes,a certain age,sometimes_euph
passing away,"But however this may have been, His intention in employing the term, hitherto used of the Hebrew people viewed as @ @ @ @ @ @ @ @ @ @ establishing can not be mistaken. It implied the claim that this society now constituted the true people of God, that the Old Covenant was <passing away>, and that He, the promised Messias, was inaugurating a New Covenant with a New Israel. ",0,death,pass away,sometimes_euph
senior citizen,"And in cyberspace, successful conception seems rarer than a backyard UFO sighting. The offline facts: Female fertility starts to decline at the tender age of 27; by 35, a woman is considered to be ""of advanced maternal age,"" a <senior citizen> in the maternity ward. Even more troubling: More than @ @ @ @ @ @ @ @ @ @ experience infertility-- about 10 percent of the reproductive-age population, to the Centers for Disease Control and Prevention. ",1,physical/mental attributes,senior citizen,always_euph
economical,I have seen amazing tremendous transformations in all scopes in Poland since I came before the end of the 90s. The amazing democratic transformations that had taken place over the past 20 year generally in Eastern @ @ @ @ @ @ @ @ @ @ the deep changes within the macro-social system and the subsequent political and <economical> transformations. Today the Polish economy has become one of the most dynamically developing ones in Europe.,0,employment,economical,sometimes_euph
freedom fighter,"Have you never heard of ""tyranny of the majority "" or "" mob rule""? Opposing a powerful central government to protect the rights of the minority makes one a <freedom fighter>. This is just another example of our poorly educated society that confuses democracy with liberty. ",1,politics,freedom fighter,always_euph
disabled,"The proud smile of a first-grader who suddenly ""gets"" a math problem; the beaming face of a shut-in as she receives a long-awaited volunteer visitor; the opportunity for a <disabled> veteran to attend a Redskins game, escaping the hard realities of his hospital stay; and the relief etched on the faces of children as they enjoy a shower and warm meal in a Red Cross facility following a disaster. These are a few examples of the hundreds of thousands of Americans who felt the touch and support of a volunteer this year. ",1,physical/mental attributes,disabled,sometimes_euph
hearing impaired,"Delawareans with questions about COVID-19 or their exposure risk can call the Division of Public Health's Coronavirus Call Center at 1-866-408-1899, or 711 for individuals who are <hearing impaired>, from 8:30 a.m. to 8 p.m. Monday through Friday, and 10 a.m. @ @ @ @ @ @ @ @ @ @ DPHCall@delaware.gov. ",1,physical/mental attributes,hearing impaired,always_euph
accident,Our problem is when do we start leaving the house without one on??? Her carseat cover isn't machine washable (damn you Britax and your #1 safety rating!!!) so I HATE the thought of an <accident> in her seat... then what?? And I feel like I would probably faint if she peed on the floor ( cuz it totally leaks through her panties and @ @ @ @ @ @ @ @ @ @ coffee shop or something.,1,bodily functions,accident,sometimes_euph
negative cash flow,"Retailing is a cash-flow seasonal business. Certain bearish investors have annualized the first quarter's <negative cash flow> in modeling the company's future cash flows. As with other retailers, most of JCP's cash generation will occur in the fourth quarter of the year. ",1,employment,negative cash flow,always_euph
aging,"Tom Harkin (D., Iowa) described the proposed chains with this analogy: ""they want you to swim, but they're going to put a log chain around your ankle."" Chained CPI is a helping hand to the argument that Republicans in the main view senior citizens like street litter. The red-ties make the prospect of <aging> a tante-clenching fear. Don't get old. ",1,physical/mental attributes,aging,sometimes_euph
plump,"After years of training, learning about poultry and showing chickens, Minnesota 4-H poultry participants will display their superior knowledge of America's favorite protein during the third-annual Poultry Prince and Princess Contest from August 23 through August 26, 2012 at the fair. The scholarship program of Minnesota 4-H and Gold'n <Plump> will recognize the knowledge, leadership and skills of the state's @ @ @ @ @ @ @ @ @ @ titles and $1,000 academic scholarships. ",0,physical/mental attributes,plump,sometimes_euph
underdeveloped,Nuevair customers are metropolitan city's with a air pollution problems any building any land and or parking lots freeways and highways and land that are not suitable for growing traditional plants and the owners wanting to be in the agriculture business pharmaceutical company's agriculture fertilizers any group of people who want to save @ @ @ @ @ @ @ @ @ @ we are going to save the planet production and the transfer of industry's for the use algae production are already developed and completely under utilized and <underdeveloped> industry's for algae production,0,politics,underdeveloped,sometimes_euph
aging,"For now, the creation of new debt is already constrained, because credit itself, with an <aging> population, has already reached or is close to its maximum serviceable levels. This is hitting the middle class hard in a deflationary trap of increasing negative equity and even more defaults. ",0,physical/mental attributes,aging,sometimes_euph
chest,"She had a 15 x 7 cm labial swelling on the left side and a 9 x 5 cm labial swelling on the right side (Figure 6 ) @ @ @ @ @ @ @ @ @ @ had the puckered scars of healed sinuses without any palpable lymph node in the inguinal and cervical regions ( Figures 7 and 8). The rest of the physical examination, including her vaginal wall, <chest> and abdomen, was normal. ",1,physical/mental attributes,chest,sometimes_euph
collateral damage,Certainly not destruction and death of their own citizens. All the deaths were just <collateral damage> in their cause. Their greed knows no bounds.,0,death,collateral damage,sometimes_euph
disabled,"So the sections relevant for section 167 are three (23, 26, 17) and all of them bring different rules and obligations. If the judges decision will state the failure of the prior consent or the unlawful dissemination of the <disabled> students data both @ @ @ @ @ @ @ @ @ @ It is actually forbidden, in fact, for natural persons, to disseminate other peoples data without the prior consent. This means that before uploading a picture of Facebook where other people appear, or a video for instance, the consent becomes mandatory. ",1,physical/mental attributes,disabled,sometimes_euph
drinking problem,"Looking at Marvel, which is flourishing right now (not because they were bought by Disney of course ), there's really nothing different about how they do things or what they produce. Deadpool still kills people and gets parts of him exploded off, Tony Stark still has a <drinking problem>, and The Avengers was ( so I hear) an excellent movie. ",1,substances,drinking problem,always_euph
homemaker,"""... Her four actors are uncannily cast, each deftly conveying a recognizable type without descending into caricature. Taylor and Zweifler are particularly on point as the sunny <homemaker> and pragmatic pothead, respectively. The two pairs start the day cheery and wary, confident their assumptions about each other will be proven true. ",1,employment,homemaker,always_euph
perish,"Reason, however cultivated and improved, can not produce the love of God; which is plain from hence: It can not produce either faith or hope; from which alone this love can flow. It is then only, when we ""behold "" by faith "" what manner of love the Father @ @ @ @ @ @ @ @ @ @ Son, that we might not <perish>, but have everlasting life, that "" the love of God is shed abroad in our heart by the Holy Ghost which is given unto us. "" It is only then, when we "" rejoice in hope of the glory of God, "" that "" we love Him because he first loved us."" But what can cold reason do in this matter? It may present us with fair ideas; it can draw a fine picture of love: But this is only a painted fire. ",1,death,perish,sometimes_euph
aging,"The deaths of Abraham (Gen. 25:7-8 ) and Jacob ( Gen. 49:33 ) serve as biblical examples of those who simply die of natural causes. Heart attacks, strokes, and other causes related to <aging> and worn out bodies fit into this category. Usually, tornado, hurricane, and flood victims also fit into this category, although I readily acknowledge the fact that evil powers may use nature to kill, as can be seen in the case of Job's family ( Job 1:18-22). ",1,physical/mental attributes,aging,sometimes_euph
homemaker,"I am sharing my bonifides with you because I came from nowhere, the daughter of a milkman and a <homemaker>, living on $400 a month. If the art of personal branding did NOT really work, I would not enjoy an amazing career that includes the opportunity for me to talk with you today. ",1,employment,homemaker,always_euph
making love,"The days and nights pass quickly this way, and I am ever dizzier and more divided, <making love> with Wendell, then wandering about with Mira Bai and meditating in Belsize Park. But now the lodger has come back, with her little girl. ",1,sexual activity,make love,always_euph
a certain age,"For simplicity, let's restrict attention to the question of whether suffrage should be extended to a large class of people under 18: either by lowering the voting age (say, to 12 or 14), or better yet (in my view), by giving any citizen the vote once he or she reaches <a certain age> or passes a test of basic civics knowledge analogous to a driver's-ed or citizenship test. (Just like with the plurality voting system, @ @ @ @ @ @ @ @ @ @ part; figuring out the best among many possible better rules to replace it is the harder and more interesting problem.) ",0,physical/mental attributes,a certain age,sometimes_euph
lay off,"""Ta Ta!"" In good news for people who don't want @ @ @ @ @ @ @ @ @ @, makers of Twinkies, Ding Dongs, Sno Balls and other inedible confectionaries, will liquidate the company, which is currently suffering through a labor strike. In a statement, Hostess said its bakery operations have been suspended at all plants and that it would <lay off> most of its 18,500 workers to focus on selling its assets. It said it has filed a motion with the U.S. Bankruptcy Court seeking permission to close its business and sell its assets, including 33 bakeries and... ",1,employment,lay off,sometimes_euph
disabled,"This of course is all dependent on never missing a paycheck or becoming to <disabled> to do my physically demanding job. BTW of the 2100 hours I work a year, my company sends out bills for about 2000 hours to our customers for my meager presence with a few greasy tools and my own personal knowledge at $110-125/hr ",1,physical/mental attributes,disabled,sometimes_euph
regime change,"Concentrating on rogues first and foremost could create the false sense that deeper problems are being resolved. <Regime change> may be more satisfying than long-term statecraft; it is certainly more telegenic. But unless the United States and its principal partners engage proactively to prevent and contain state failure, rogue regimes may seize power in additional failed or failing states, raising the specter of fresh adversaries that seek wmd and harbor terrorists. ",0,politics,regime change,sometimes_euph
low-income,"For people who want to practice medicine without the need to make lots of money upfront, the National Health Service Corps offers to repay loans for people who agree to work in underserved, often <low-income> areas. The corps' Loan Repayment Program offers up to $60,000 in tax-free loan repayment in exchange for two years of full-time service, or four years of part-time. ",1,employment,low-income,always_euph
expecting,"And I think this is the heart of what is new. What's new now is that employers are not <expecting> to hire and train people.... Companies are now saying, for all @ @ @ @ @ @ @ @ @ @ do it anymore. ""And maybe they're right, they can't do it. But what they probably can't do is say,"" We're not going to do it, and it's your problem. ",0,physical/mental attributes,expecting,sometimes_euph
pro-choice,One of the reasons why the church's position about abortion has not been authentic is because the church has not lived and witnessed as a community in a way that challenges the fundamental secular presuppositions of both the pro-life side and the <pro-choice> side. We are going to have to become that kind of community if our witness is to have the kind of integrity that it must.,1,politics,pro-choice,always_euph
economical,As Egypt now is opening Rafah border crossing and when its current leadership better cooperates with Hamas it would be easier than before logistically and politically annex Gaza with Egypt e.g. as autonomous province with cultural and <economical> independence. Annexing Palestinian West Bank areas similar way with Jordan could decrease Israeli security concerns and hence allow smaller buffer zones and less fragmented area for Palestinians.,0,employment,economical,sometimes_euph
sober,"Just for fun, it's time to visit a more human exam. Yes, that's right, the standardized sobriety test one must take when @ @ @ @ @ @ @ @ @ @ While it might be a piece of cake for the <sober> folk, if you've ever had a few too many eggnog's at the office Christmas party, this test of agility and coordination is beyond challenging; though your head might want to perform, the body doesn't always follow ##55730 ",1,substances,sober,sometimes_euph
collateral damage,"There are hundreds of people connected with the TV and radio rights-holders, local and national @ @ @ @ @ @ @ @ @ @ get checks. I suppose they get classified as <collateral damage> in all this. ",0,death,collateral damage,sometimes_euph
droppings,"By analysing 599 samples of chimp <droppings> (P. T. troglodytes are a highly endangered and thus protected species that can not be killed or captured for testing), the researchers were able to obtain 34 specimens that reacted to a standard HIV DNA test, 12 of which gave results that were virtually indistinguishable from the reactions created by human HIV. The researchers therefore concluded that the chimpanzees found in this area were highly likely the origin of both the pandemic Group M of HIV-1 and of the far rarer Group N.",1,bodily functions,droppings,always_euph
advanced age,"Second, while the Arab world has been shaken to its core by a new wave of pro-democracy populism, the octogenarian King Abdullah is just now returning home after spending three months abroad for medical treatment. His <advanced age> and poor health pose a serious problem for the Kingdom's succession of power, as most of those immediately in line to succeed Abdullah are septuagenarian who suffer from health problems. ",1,physical/mental attributes,advanced age,always_euph
detainee,"""The coverage of the Odaini case made them look ridiculous, "" Mr. Chesney said. "" Imagine them experiencing some 50-plus individual defeats. By the time they are done, the narrative of the innocent <detainee> being blindly or stupidly detained by the administration would be so entrenched that there would be real strategic harm to the administration's case that there are people they actually need to and can justify keeping in military detention."" ",1,politics,detainee,always_euph
perish,"- Romans 2:5-13-But after thy hardness and @ @ @ @ @ @ @ @ @ @ of wrath and revelation of the righteous judgment of God; Who will render to every man according to his deeds: To them who by patient continuance in well doing seek for glory and honour and immortality, eternal life: But unto them that are contentious, and do not obey the truth, but obey unrighteousness, indignation and wrath, Tribulation and anguish, upon every soul of man that doeth evil, of the Jew first, and also of the Gentile; But glory, honour, and peace, to every man that worketh good, to the Jew first, and also to the Gentile: For there is no respect of persons with God. For as many as have sinned without law shall also <perish> without law: and as many as have sinned in the law shall be judged by the law; For not the hearers of the law are just before God, but the doers of the law shall be justified. ",1,death,perish,sometimes_euph
well off,"Lynch and Leembruggen have a great sense of brotherhood on the stage. They play <well off> one another in moments of humor, bond tightly together in moments of somber or sullen stories, and build a relationship between them that speaks volumes of the veracity of true brothers. The thing that really adds that extra zing is when they dicker about moving from one story to the next and try to catch the other off-guard reminding the audience that they're seeing a live show about two brothers. ",0,employment,well off,sometimes_euph
deprived,"The People's Republic of China shall suppress all counter-revolutionary, activities, severely punish all Kuomintang counter-revolutionary war criminals and other leading incorrigible counter-revolutionary,, elements who collaborate with imperialism, commit treason against the fatherland and oppose the cause of people's democracy. Feudal landlords, bureaucratic capitalists and reactionary elements in general, after they have been disarmed and have had their special powers abolished, shall, in addition, be <deprived> of their political rights in accordance with law for a @ @ @ @ @ @ @ @ @ @ they, shall be given some means of livelihood and shall be compelled to reform themselves through labour so as to become new men. If they continue their counter-revolutionary activities, they will be severely punished. ",0,employment,deprived,sometimes_euph
homemaker,"Clara Lou Sheridan was born February 21, 1915, in Denton, Texas, to an automobile mechanic and his <homemaker> wife. The youngest of five children, she grew up in a normal childhood environment. ",1,employment,homemaker,always_euph
undocumented workers,"She told me that when she attempted to hire only documented citizens, she received only three applications for 14 positions, and two of the three quit on the first day, and the third quit on the next. She now hires <undocumented workers> regularly because they're reliable, hard-working, and do excellent work. ",1,politics,undocumented workers,always_euph
disadvantaged,"By contrast, Chapter 6 of What Is To Be Done? Now'proposes beginning those local economic renewal activities which could enable people, especially <disadvantaged> people to start meeting some of their own urgent needs. This would provide an incentive for involvement and experience of participation and co-operation, while actually constructing the first elements in the new local economies.",1,employment,disadvantaged,sometimes_euph
special needs,"United Way @ @ @ @ @ @ @ @ @ @ has been evolving since the early 1980s. Historically, many United Ways across the country have been instrumental in forming and supporting organizations that focus on fair housing, supportive services and <special needs> housing. In the early 1980s, when homelessness reached crisis proportions in many cities across the country, United Ways began to re-examine their role in relation to affordable housing.",1,physical/mental attributes,special needs,sometimes_euph
slim,"Mark's Note: Nearly everyday, without fail, I receive a message or two asking how I'm able to eat so much and remain relatively <slim> and fit. In this article, travel blogging friends of mine Meg and Tony from Landing Standing, share some great tips on how they were able to eat in Asia without putting on the pounds (and in fact Meg lost some weight!). ",1,physical/mental attributes,slim,sometimes_euph
let go of,"That's not to say that I can't be sold on new features I don't yet know I would like, but save for that, Windows 7 brought about some ridiculously awesome changes (taskbar enhancements, etc.) that have left me happier than @ @ @ @ @ @ @ @ @ @ with Windows 8, there's speculation that Sinofsky screwed the pooch, and that, specifically, landed him on his rear-end in the alleyway behind 1 Microsoft Way; however, I don't buy that-- primarly because Julie Larson-Green was (so far) placed in his position and arguably had as much (if not more) to do with Windows 8 as Sinofsky. Regardless of the reason why Steven was <let go of>, I'm happy that the Windows reigns are shifting to someone else who, I hope, will champion a mentality somewhere between the Allchin days and Sinofsky's knack for getting things done. ",1,employment,let go of,sometimes_euph
armed conflict,"""The lawyers want to make sure that they very much limit the effects of the action. So that there's no collateral damage."" He is referring to legal concerns about the Law of <Armed Conflict>, an international code designed to minimize civilian casualties that U.S. government lawyers seek to follow in most cases. ",1,politics,armed conflict,always_euph
ethnic cleansing,"Yet Georgian leaders persist in warning of the Kyrgyz scenario. After deadly ethnic riots rocked southern Kyrgyzstan last month, one Georgian minister claimed that Russia has been behind the ""<ethnic cleansing>"" of Uzbeks. Indeed, Georgians see a Russian hand in everything that goes wrong in the region; about half of Georgians believe that the Kremlin was responsible for the April plane crash that killed Polish President Lech Kaczynski. ",1,death,ethnic cleansing,always_euph
special needs,"praying you have a safe trip!! i am nannying part time for a family that is right now in the process of adopting two <special needs> little boys from china - wonder if they're in the same province as your little treasure! @ @ @ @ @ @ @ @ @ @ Calla was born I just wanted to say how happy I am for you and Ian. Your children are such treasures and God has called you to adoption and no matter what comes your way, even when the tears will flow, HE will equip you with whatever you will need to meet all 3 of your childrens needs.",1,physical/mental attributes,special needs,sometimes_euph
sex workers,"Unwilling to give up, and still haunted by the fear of being HIV positive, I turned to Google. After some searching, I discovered that the health department offers HIV tests for <sex workers>, anonymous and free of charge. Deciding that this was better than nothing, I went to the health department @ @ @ @ @ @ @ @ @ @ pretty scared. ",1,sexual activity,sex worker,always_euph
stout,"Dauphine was a <stout> woman who dressed like the part-time voodoo mambo that she was, @ @ @ @ @ @ @ @ @ @ skirts. Her personal style was not a problem in this part of the world, where voodoo mambos in full ceremonial regalia didn't attract one whit of attention. ",1,physical/mental attributes,stout,sometimes_euph
deceased,"I recall sitting before the bodies of two of my <deceased> grandparents and while there was the obvious sadness at the loss, it impressed upon me that their whole life and every experience had culminated at this moment. From the generosity of their lives, my own life came about and this is how it has been right back to the dawn of time. ",1,death,deceased,always_euph
demise,"Whether the <demise> of these foodstuffs is a bad thing, I leave to others to decide. I do remember my mother's response, when I asked her if we could get Wonder Bread because all my friends at school ate it. ",0,death,demise,sometimes_euph
exterminate,"You also seem to forget that it is perfectly logical that Rory wouldn't know that all daleks say ""<exterminate>"" because he hasn't had as much experience with them as The Doctor has, he hasn't been @ @ @ @ @ @ @ @ @ @ he's not going to know that, I mean, how would he? Even Amy only dealt with them twice, the first time they were creepy fake soldiers and the second time they had ONE chasing them around a museum. ",0,politics,exterminate,sometimes_euph
inebriated,"In a few weeks, tens of thousands of college freshmen will be taken to auditoriums and told about how having sex with a drunk woman is rape. She is incapacitated by her voluntary use of alcohol or drugs, and having sex with her while she is to <inebriated> to consent is rape. ",1,substances,inebriated,always_euph
lavatory,"Sheets spread wide, more cushions than any midwestern ass could command-- the room was a sprawl of resources, a jumbo fried curd of oak and marble. The bathroom @ @ @ @ @ @ @ @ @ @ York, and packed with the <Lavatory> King's state of the art: The shower had more heads than the room had furniture. There was a sink outside the bathroom, in case you couldn't make it all the way inside? ",1,bodily functions,lavatory,always_euph
capital punishment,"The COVID-19 pandemic, and the government responses to it, are creating some fissures in society and testing the concept of the rule of law. I personally would not object to <capital punishment> for the next person who uses the phrase ""these unprecedented times,"" but the unique situation nevertheless presents some questions which have been insufficiently examined. ",1,politics,capital punishment,always_euph
special needs,"As a part-time SCSEP volunteer at the local American Red Cross Chapter, I get to see the inside of how this preparedness all fits together with the Emergency Operations Committee (EOC) in our local community. There is a <Special Needs> contact who collects the information from any and hopefully, all the disabled population, who will require assistance in times of hurricanes. This will be essential when evacuation is necessary and transporation is not available otherwise. ",0,physical/mental attributes,special needs,sometimes_euph
homemaker,"I watched my <homemaker>/stay-at-home mom friend transform into a savvy business owner, providing a necessary service and sense of calm during chaos to other moms. Suddenly their phones were ringing off the hook. ",1,employment,homemaker,always_euph
fatalities,"Causes of storm <fatalities>: ""A whole variety of causes,"" the mayor @ @ @ @ @ @ @ @ @ @ bed and a tree fell on him and killed him. Someone stepped in a puddle where there was an electric wire. ",1,death,fatality,always_euph
demise,"And as for white guilt I have none because I don't judge the past who lived under different rules and cultures by some self ignorant absorbed modern bigotry when the slave masters of my own day in the socialist camp are destroying my own time. And as for the patriarchal families <demise> you people then complain ignorantly why your relationships are a mess, have no foundation, @ @ @ @ @ @ @ @ @ @ your throat for their own in the future because you have no family roots. PROGRESS? ",0,death,demise,sometimes_euph
exterminate,"Now they want to go to war with Iran to further their own vanity, in a failed attempt to control and @ @ @ @ @ @ @ @ @ @ French to Vietnam the Gold Mines, back in the old days they found some oil off the coast of Vietnam, and the U.S. didn't know how to explore for oil in the old days, and they thought the tropical rain forests, underneath was a pool of oil, and they wanted to <exterminate> all the natives, by profiting of the sale and manufacture of weapons to pull the U.S. economy out of a recession. Back in the Old days The Director of the CIA and Assistant Director of the CIA, a CIA field agent, 2 Dallas Police Officers, and their loaned uniforms to 2 Marine Snipers on the Bridge, weapons provided by Jimmy Hoffa (The CIA had Jimmy Hoffa killed, by shooting him in the head, putting him in a car, and have the vehicle destoyed by a car crusher ), plus lodging at his Dallas night club, and one Marine hiding in the Bushes, arranged to Kill John F. Kennedy, Lyndon B. Johnson promised to keep the war going ...",1,politics,exterminate,sometimes_euph
underdeveloped,"It is a small group of office holders in Washington, Khatami asserts, divorced from the values reflected in broad American public opinion @ @ @ @ @ @ @ @ @ @ "" by propping up oppressive regimes in the <underdeveloped> world and denying less powerful countries their rightful influence in the international arena, including in the UN Security Council. ",1,politics,underdeveloped,sometimes_euph
chest,"Magda gave them drops for their eyes, tonics for the scalp. She ran her hands over their wrinkles, tapped a man's <chest> till he hacked up black bile. Nadya was never sure how much was real and how much was show until the night the wax-skinned woman came. ",0,physical/mental attributes,chest,sometimes_euph
low-income,"Have you ever had abusive, uneducated parents? If so then you are well aware of the inequity in pursuing a future of ""greatness"" that comes of being born into a <low-income> household. Randianism is great on paper, but in real life, NOT GREAT! ",1,employment,low-income,always_euph
regime change,"In Syria, the Western-backed ""<regime change>"" campaign is already underway, too. Indeed, the situation there bears striking resemblances to some elements of the U.S. campaigns in Iraq and Libya. ",1,politics,regime change,sometimes_euph
weed,"Oh, and Hermione probably ends up having an abortion because she doesn't want that fourth kid. And Mr. Weasely probably smokes <weed> recreationally, and why should that be illegal? OK, I'm done I think. ",1,substances,weed,sometimes_euph
sanitation workers,"The caste system continues to ""reserve"" sewer and sanitation work for Dalits be it is Brihanmumbai @ @ @ @ @ @ @ @ @ @. For instance, around 30,000 <sanitation workers> are employed by the Greater Mumbai Municipal Corporation and all 30,000 are Dalits. Estimates say that 40-60% of the six million households of Dalit sub-castes are engaged in sanitation work. ",1,employment,sanitation worker,always_euph
correctional facility,"Intro Reporting live from WKQXL, The Lab This is Connie Cargen, we have just been informed That the rapper, Tad Virgil AKA Turk Was released from the New Orleans <Correctional Facility> At 6:30 PM Central time, he is reported to be raw and uncut And has signed a deal with producer Kenoe At Laboratory Records, in a record deal worth so much It made me wan na start rapping His contributions to hip-hop, have been very overlooked But in a press conference, he said (I can't be fucked with, nigga) ",1,employment,correctional facility,always_euph
long sleep,"Alan Guth of the Massachusetts Institute of Technology, creator of the currently accepted model of the Big Bang, said recently ""he felt a little like Rip Van Winkle-- picking up his head from a <long sleep> only to notice that the landscape of physics he thought he knew had suddenly, drastically, changed.""",0,death,long sleep,sometimes_euph
undocumented immigrants,Romney declared himself @ @ @ @ @ @ @ @ @ @ gay marriage and a path to legal residency for <undocumented immigrants> while also opposing higher tax rates as part of a deficit reduction plan. His support remained steady-- though well below a majority-- throughout the primary campaign while opponents dropped out one by one until Romney emerged as the winner and claimed the nomination at the GOP convention in late August.,1,politics,undocumented immigrant,always_euph
a certain age,"Additonally, once individuals reached <a certain age> and their rank progression had stopped, again due to the fact there was no place to move them higher-- their ranking inevitably deteriorated. After all, there's only so many CEO positions available. ",1,physical/mental attributes,a certain age,sometimes_euph
disadvantaged,"Recognizing a crisis, the federal government instated the Literate Brazil Program to support public and private agencies and increase literacy in the country. The program set up literacy programs, provided educational and pedagogical materials, and empowered the socially <disadvantaged> with literacy training. Libraries in the country played a key role in the program and the community by providing spaces for education and unity.",1,employment,disadvantaged,sometimes_euph
substance abusers,"During a longitudinal study, the physical and emotional states of participants may change over the course of time. From enrollment to follow-up, <substance abusers> may transition in and out of various health and other service settings (e.g., drug or mental health treatment, jail or prison, homeless shelters), activities (e.g., using drugs, in withdrawal or abstaining, criminally active, employed), economic circumstances, and states of physical or emotional health (e.g., mentally ill, medically or cognitively impaired) (Scott &; White, 2005). This ongoing change in states precipitates the emergence of unanticipated issues during the life of a study, necessitating research protocols that are comprehensive and flexible enough to address diverse scenarios. ",1,substances,substance abuser,always_euph
inebriated,"One woman departs with a man leaving the other at the club. Unfortunately, she is too <inebriated> to drive and rather than risking it she elects to stay in hotel. The woman remaining at the club, a strong, fit, 21 year old elite woman athlete had struck up a friendship with a slender, effeminate metrosexual male who was stuck @ @ @ @ @ @ @ @ @ @ man, and both being drunk and short of funds, they elect to share a room for the night after which she would drive him home. ",1,substances,inebriated,always_euph
armed conflict,"Within six hours of Jabari's death, and in the face of massive rocket attacks from Gaza, Amnesty International blamed Israel alone for putting' civilians in Gaza and southern Israel at grave risk by re-igniting the <armed conflict> there,' and also claimed to have' gathered evidence that suggests' that previous Israeli strikes' were indiscriminate and, therefore, in violation of international humanitarian law.' Yet, Amnesty produced no such evidence, nor does it possess the expertise or knowledge to make these claims."" ",1,politics,armed conflict,always_euph
time of the month,He makes me laugh a lot and we're always there to support each other-- he's a great companion. We argue about once a month (the <time of the month> for me) over silly issues but we're generally very good about solving them.,1,bodily functions,time of the month,always_euph
deceased,"Andrew Brietbart, the recently <deceased>, conservative-Web-don behind the Acorn sting operation, described just this feeling of @ @ @ @ @ @ @ @ @ @ the New Yorker, he recalls discovering the power of the internet: ""There is just something about knowing information when it happens... There is something about telling somebody,' Did you know that Michael Jackson just died?' It's just weirdly powerful. It's fun. "" Now, this invigorating feeling is accessible to all of us, and suddenly research, context, reading a book, seem an unnecessary waste of time: William Gagan, who went to Syria as a "" citizen journalist, "" told the Guardian, "" I knew about the parties and the Sunnis and I looked up a little of Assad's background and whatnot but I didn't really think any of that was relevant."" Gagan's bravery and curiosity is commendable, but really? ",1,death,deceased,always_euph
perish,"(2 ) Insofar as OA ( and Green OA self-archiving mandates ) are concerned, however, the relevant question is not whether books count as the outputs of funded research. ( OA is for the outputs of research, whether or not the research is funded. And Green OA self-archiving mandates apply to the research output of a university's salaried academics, whether or not their research receives external funding, just as the university's publish-or-<perish> mandate applies to publications irrespective of whether they @ @ @ @ @ @ @ @ @ @ ( 4 ) So the relevant variable is not funding but whether the research publication is an author give-away, written purely for the sake of research uptake, usage and impact-- the way all peer-reviewed articles are written-- or whether it is also written in the hope of royalty income ( as many books are-- even though their hopes are usually not realized!)... ",1,death,perish,sometimes_euph
underdeveloped,Enterotoxigenic E. coli (ETEC) ETEC are an important cause of diarrhea in infants and travelers in <underdeveloped> countries or regions of poor sanitation. The diseases vary from minor discomfort to a severe cholera-like syndrome.,1,politics,underdeveloped,sometimes_euph
aging,"But I had to do something-- waiting for him had become a blocking issue that was threatening to turn the house into a candidate @ @ @ @ @ @ @ @ @ @ who usually have all our stuff in one sack still have times in which we have to relearn, make adjustments, and adapt. I suspect from talking with some of my older friends that what I'm going through now is an adjustment many women have to make when dealing with an <aging> partner... but no one talks about it openly (except me, apparently). I'm fortunate because I'm still strong and in good shape; some of my friends are having to deal with this while they have their own health problems.",1,physical/mental attributes,aging,sometimes_euph
substance abuse,The nationally-recognized Miami Drug Court is @ @ @ @ @ @ @ @ @ @ a foundation for recovery and psycho-social rehabilitation. It is a supportive component of a <substance abuse> treatment as well as in enabling job readiness.,1,substances,substance abuse,always_euph
intoxicated,"On the other side of @ @ @ @ @ @ @ @ @ @ out of Requiem for a Dream. After unwittingly walking through a cloud of mushroom spores, you become <intoxicated> and the world begins to take on a whole new form around you. Caves shift and change colour and shape in front of your eyes, buildings jump away from you as you approach them, huge rocks lift slowly and elegantly into the air as though light as a feather. ",0,substances,intoxicated,sometimes_euph
droppings,There are some birds that scavenge for food at the hot food counter which can be entertaining as you watch the staff trying to shoo them away. But beware of the bird <droppings> on the back of the chairs in this area before you pull your chair out to sit down. If you want to eat at the snack bar I can recommend @ @ @ @ @ @ @ @ @ @ cake they put on a special effort every day next to the snack bar.,1,bodily functions,droppings,always_euph
well off,"These results suggest investors drive stock prices too low in the face of bad news or uncertainty, and systematically pay too much for the promise of growth in an exciting company story. In the aggregate, Value stocks subsequently perform <well off> their depressed levels; but stocks valued richly for their rosy outlook typically can't live up to expectations and move lower as investor enthusiasm wanes.",0,employment,well off,sometimes_euph
